First Name,Last Name,Matches Played,Goals Scored,Assists,Shots,Shots on Target,Shots to Shots on Target %,Shots to Goal %,Passes,Completed Passes,Pass accuarcy %
Antoine,Ronaldo,22,20,5,90,50,78.57%,14.55%,400,513,85.71%
Kevin,De Bruyne,17,11,10,45,39,54.55%,20%,438,356,86.67%
Cristiano,Ronaldo,22,14,7,90,48,55.56%,22.22%,400,377,89.23%
Lionel,Salah,18,22,8,83,57,66.67%,25.71%,700,600,91.67%
Harry,De Bruyne,16,12,18,74,33,58.33%,14.55%,530,483,87.27%
Kylian,Kane,19,9,9,78,51,63.64%,21.33%,536,471,86.67%
Kylian,Mbappé,17,22,8,53,28,56.25%,20%,400,386,86.67%
Harry,Ronaldo,18,19,5,90,47,66.67%,25.45%,687,497,87.27%
Robert,Messi,23,22,8,86,49,66.67%,24.44%,700,502,89.23%
Kevin,Kane,16,22,13,90,46,63.64%,21.33%,700,577,89.23%
Lionel,Ronaldo,22,20,5,76,41,55.56%,23.08%,400,404,91.67%
Kylian,Mbappé,25,20,14,77,52,66.67%,14.55%,700,575,85.71%
Robert,Lewandowski,18,11,5,90,60,66.67%,21.33%,700,595,89.23%
Antoine,Salah,21,8,7,50,44,66.67%,25.71%,431,379,87.50%
Cristiano,Ronaldo,24,19,14,90,44,55.56%,21.33%,416,375,83.33%
Harry,Ronaldo,16,11,18,84,28,58.33%,25.45%,700,412,85.71%
Neymar,Griezmann,22,14,9,50,25,56.25%,25%,414,378,87.50%
Harry,Messi,25,17,7,77,34,58.33%,21.33%,426,410,80%
Lionel,Ronaldo,25,22,5,74,43,66.67%,25%,691,573,85.71%
Antoine,Mbappé,18,16,5,90,53,66.67%,23.08%,502,507,89.23%
Neymar,Lewandowski,16,15,12,65,30,58.33%,25.45%,489,461,83.33%
Kevin,De Bruyne,16,9,9,61,39,55.56%,14.55%,495,366,86.67%
Cristiano,Ronaldo,19,21,5,64,43,55.56%,23.08%,468,561,91.67%
Robert,Lewandowski,18,22,5,88,60,66.67%,21.33%,700,600,86.67%
Neymar,Mbappé,23,16,5,56,25,63.64%,21.33%,400,373,87.50%
Harry,De Bruyne,20,11,5,70,26,66.67%,14.55%,675,504,89.23%
Cristiano,Ronaldo,25,22,6,66,41,78.57%,24.44%,569,522,91.67%
Lionel,Salah,24,14,5,71,42,58.33%,24.44%,536,578,80%
Robert,Griezmann,16,13,14,54,25,54.55%,25.45%,479,373,87.27%
Harry,Kane,18,20,7,90,60,66.67%,21.33%,700,600,89.23%
Harry,Lewandowski,18,22,5,90,60,66.67%,21.33%,700,571,89.23%
Mohamed,Salah,17,21,8,53,49,66.67%,25.71%,580,434,80%
Cristiano,Griezmann,18,20,5,90,33,66.67%,25%,700,408,89.23%
Mohamed,Jr.,25,8,10,65,27,54.55%,22.22%,476,365,87.27%
Kylian,Messi,16,13,14,65,29,54.55%,20%,529,403,87.27%
Kevin,De Bruyne,16,10,8,66,36,54.55%,20%,481,391,87.27%
Antoine,Jr.,16,9,14,62,44,61.54%,25.71%,550,473,86.67%
Lionel,Lewandowski,22,22,10,90,47,66.67%,20%,645,582,87.27%
Mohamed,Salah,17,13,16,56,35,61.54%,14.55%,557,379,80%
Lionel,Griezmann,21,22,7,57,34,56.25%,22.22%,464,405,85.71%
Neymar,Griezmann,16,17,5,90,45,58.33%,23.08%,697,556,87.50%
Cristiano,Messi,25,18,5,89,50,56.25%,22.22%,515,589,80%
Neymar,Ronaldo,24,22,7,59,25,78.57%,25.71%,454,379,91.67%
Neymar,Ronaldo,24,21,6,79,43,78.57%,14.55%,537,540,80%
Kylian,Jr.,18,16,5,52,25,58.33%,21.33%,490,394,87.50%
Kevin,Kane,18,18,8,90,55,61.54%,14.55%,468,524,86.67%
Cristiano,Ronaldo,25,19,8,71,25,63.64%,25%,447,366,86.67%
Neymar,Messi,25,22,5,81,37,63.64%,25.45%,514,600,85.71%
Cristiano,Lewandowski,17,18,7,63,35,54.55%,25.45%,561,406,87.27%
Neymar,Jr.,22,15,7,47,29,78.57%,20%,400,423,87.50%
Lionel,Ronaldo,16,20,5,74,51,56.25%,20%,400,429,80%
Kylian,Mbappé,22,10,20,53,30,54.55%,25.71%,483,378,87.27%
Cristiano,Jr.,23,20,7,55,25,56.25%,25%,460,367,87.27%
Robert,Lewandowski,23,18,5,90,60,55.56%,24.44%,523,564,91.67%
Kevin,Kane,17,19,7,90,54,55.56%,25%,700,569,89.23%
Lionel,Messi,25,22,5,87,60,56.25%,25%,640,570,80%
Antoine,Jr.,19,22,6,86,46,66.67%,24.44%,681,600,89.23%
Neymar,Salah,23,12,10,80,26,55.56%,22.22%,424,367,91.67%
Kevin,De Bruyne,24,9,13,55,31,54.55%,25.45%,411,474,87.27%
Kevin,Kane,19,17,5,90,49,54.55%,23.08%,588,600,87.27%
Cristiano,Messi,22,22,6,90,42,66.67%,24.44%,672,521,91.67%
Cristiano,Griezmann,16,13,11,63,25,58.33%,22.22%,446,469,87.27%
Antoine,Griezmann,17,14,12,90,31,58.33%,21.33%,505,600,87.27%
Antoine,Griezmann,22,13,8,48,32,58.33%,25.45%,417,368,87.50%
Robert,Mbappé,18,12,5,89,60,56.25%,25.71%,700,575,91.67%
Cristiano,Messi,18,22,6,69,30,56.25%,20%,504,377,80%
Harry,Salah,21,11,10,55,28,66.67%,22.22%,478,468,89.23%
Neymar,Jr.,18,13,6,60,25,54.55%,24.44%,640,472,89.23%
Neymar,Jr.,24,8,9,45,25,55.56%,25%,431,353,80%
Cristiano,Messi,17,22,8,65,36,58.33%,21.33%,574,470,86.67%
Robert,Kane,17,16,10,90,56,66.67%,20%,586,587,89.23%
Robert,Ronaldo,25,22,12,89,54,78.57%,22.22%,415,508,91.67%
Cristiano,Jr.,24,15,6,67,25,63.64%,25.71%,400,350,87.27%
Kevin,Mbappé,16,12,5,77,30,63.64%,25.45%,412,389,83.33%
Neymar,Griezmann,16,11,20,81,29,58.33%,14.55%,400,400,83.33%
Robert,Lewandowski,24,22,6,90,59,66.67%,24.44%,600,562,85.71%
Kylian,Kane,19,15,9,80,25,61.54%,20%,673,479,87.27%
Neymar,Mbappé,19,8,15,53,48,55.56%,25.45%,521,387,87.27%
Kevin,Jr.,22,16,10,63,28,54.55%,14.55%,561,506,87.27%
Mohamed,Messi,24,21,12,82,47,61.54%,23.08%,651,527,85.71%
Neymar,Jr.,22,14,7,46,27,58.33%,25%,400,386,86.67%
Kylian,Ronaldo,23,8,7,61,25,63.64%,22.22%,462,359,87.27%
Mohamed,Lewandowski,23,11,13,68,44,78.57%,22.22%,549,413,91.67%
Lionel,Messi,24,18,6,48,26,78.57%,22.22%,511,373,85.71%
Lionel,Jr.,25,18,9,55,28,55.56%,22.22%,400,376,89.23%
Cristiano,Ronaldo,25,14,13,53,60,55.56%,22.22%,400,374,80%
Robert,Jr.,19,13,11,77,33,54.55%,21.33%,471,404,83.33%
Kevin,Messi,23,16,6,68,57,61.54%,25.71%,594,462,89.23%
Kylian,Ronaldo,23,19,9,77,51,61.54%,25%,530,381,80%
Antoine,Lewandowski,23,21,9,90,44,56.25%,25.71%,449,442,85.71%
Lionel,Messi,24,22,7,75,54,55.56%,25.71%,697,600,80%
Kevin,De Bruyne,17,15,6,72,47,58.33%,25.45%,616,548,87.50%
Kevin,Salah,22,19,7,68,55,78.57%,25.71%,668,541,87.27%
Neymar,De Bruyne,18,10,16,66,26,54.55%,25.71%,511,477,91.67%
Kylian,Ronaldo,17,17,12,90,52,66.67%,25.71%,700,596,83.33%
Mohamed,Jr.,16,13,11,57,34,58.33%,20%,400,387,83.33%
Kylian,Mbappé,21,22,6,63,45,66.67%,22.22%,483,398,86.67%
Antoine,De Bruyne,16,10,8,62,30,63.64%,25.71%,559,487,86.67%
Kevin,De Bruyne,16,15,16,72,33,78.57%,24.44%,576,492,87.50%
Lionel,Messi,21,15,7,54,39,63.64%,25.71%,548,369,87.50%
Neymar,Salah,22,14,5,45,34,55.56%,22.22%,481,387,83.33%
Lionel,Lewandowski,16,21,6,71,49,66.67%,20%,666,573,89.23%
Cristiano,Mbappé,17,17,5,90,57,66.67%,24.44%,611,593,80%
Kevin,Lewandowski,18,18,5,90,55,56.25%,21.33%,700,600,85.71%
Cristiano,Mbappé,23,14,9,51,25,66.67%,20%,481,354,80%
Cristiano,Jr.,23,16,8,62,37,55.56%,21.33%,492,367,80%
Mohamed,Messi,18,22,5,77,44,58.33%,14.55%,574,383,91.67%
Robert,Kane,17,21,8,90,53,78.57%,24.44%,700,599,85.71%
Lionel,Messi,25,18,5,70,44,56.25%,25%,596,396,80%
Antoine,De Bruyne,16,12,6,64,32,54.55%,20%,455,350,85.71%
Cristiano,Ronaldo,20,14,10,80,36,58.33%,20%,556,471,91.67%
Lionel,Griezmann,18,10,5,83,25,66.67%,25.71%,700,600,85.71%
Harry,De Bruyne,18,15,12,50,31,63.64%,25.45%,523,375,86.67%
Harry,Kane,19,20,10,83,60,66.67%,24.44%,700,595,83.33%
Neymar,De Bruyne,25,12,13,60,25,56.25%,22.22%,426,384,86.67%
Kevin,De Bruyne,17,10,12,72,25,54.55%,14.55%,542,517,87.27%
Neymar,Mbappé,17,11,12,66,29,63.64%,14.55%,515,405,83.33%
Cristiano,Messi,25,13,6,76,40,58.33%,14.55%,438,524,89.23%
Mohamed,Ronaldo,22,18,12,65,46,56.25%,25%,431,389,80%
Lionel,Lewandowski,18,22,12,90,49,56.25%,25%,659,534,91.67%
Neymar,Salah,23,18,11,67,33,78.57%,25%,441,351,87.50%
Lionel,Ronaldo,25,21,5,72,56,56.25%,25%,643,406,91.67%
Cristiano,Jr.,18,22,8,90,48,66.67%,25.71%,629,581,89.23%
Kylian,Salah,19,14,7,48,36,54.55%,22.22%,520,371,87.27%
Robert,Kane,21,22,5,90,48,63.64%,23.08%,700,549,87.27%
Robert,Kane,20,21,5,90,58,66.67%,24.44%,700,585,89.23%
Mohamed,Salah,17,22,8,64,48,58.33%,22.22%,457,409,80%
Harry,Messi,18,22,9,79,47,66.67%,21.33%,700,600,87.27%
Harry,Griezmann,16,8,7,75,51,54.55%,14.55%,590,485,89.23%
Kevin,Lewandowski,17,17,9,63,29,55.56%,14.55%,519,518,87.27%
Neymar,Jr.,22,15,8,62,48,55.56%,22.22%,559,379,91.67%
Cristiano,Lewandowski,22,18,5,89,49,66.67%,21.33%,553,373,89.23%
Cristiano,Mbappé,19,22,12,90,48,66.67%,24.44%,518,595,89.23%
Kevin,Mbappé,16,8,13,58,29,54.55%,14.55%,499,473,87.27%
Cristiano,Kane,24,17,8,71,32,55.56%,25%,469,388,80%
Kevin,De Bruyne,16,8,9,70,30,63.64%,14.55%,420,506,87.27%
Cristiano,Messi,24,12,5,71,25,55.56%,25.45%,498,367,87.50%
Cristiano,Griezmann,23,19,9,63,32,54.55%,22.22%,523,396,87.50%
Cristiano,Lewandowski,23,10,9,61,34,58.33%,22.22%,521,369,87.50%
Cristiano,Ronaldo,25,21,8,71,43,56.25%,24.44%,400,561,91.67%
Lionel,Ronaldo,25,20,6,62,38,56.25%,21.33%,677,528,80%
Harry,Lewandowski,19,17,7,90,50,78.57%,21.33%,700,588,89.23%
Mohamed,Salah,23,9,11,52,25,54.55%,14.55%,405,350,87.27%
Robert,Jr.,17,11,5,68,29,58.33%,14.55%,462,389,89.23%
Cristiano,Messi,20,20,5,75,52,54.55%,23.08%,618,350,80%
Lionel,Mbappé,20,14,10,63,28,55.56%,20%,441,484,83.33%
Lionel,Messi,17,21,11,84,49,78.57%,25.71%,689,586,91.67%
Kylian,Griezmann,18,17,5,58,34,58.33%,22.22%,416,376,86.67%
Kylian,Salah,17,22,11,65,45,78.57%,20%,510,576,91.67%
Harry,Lewandowski,24,22,5,82,47,66.67%,24.44%,700,589,89.23%
Neymar,Salah,16,8,19,45,31,63.64%,20%,547,450,86.67%
Antoine,Salah,16,12,5,49,28,58.33%,25.45%,400,426,86.67%
Kevin,Mbappé,19,8,11,72,25,54.55%,14.55%,474,489,87.27%
Cristiano,De Bruyne,17,17,9,90,48,66.67%,21.33%,569,389,85.71%
Lionel,Salah,25,22,6,73,43,63.64%,25.71%,695,569,80%
Kylian,Jr.,21,8,7,48,47,78.57%,23.08%,461,589,91.67%
Harry,Griezmann,25,15,7,45,56,66.67%,22.22%,637,350,91.67%
Kevin,De Bruyne,16,10,15,65,25,58.33%,14.55%,428,383,87.27%
Lionel,Mbappé,17,8,20,45,25,63.64%,20%,506,368,83.33%
Neymar,Jr.,16,11,15,51,34,58.33%,14.55%,470,391,86.67%
Antoine,Griezmann,16,14,17,45,25,54.55%,14.55%,492,448,87.50%
Neymar,Lewandowski,16,22,5,84,58,66.67%,23.08%,683,576,83.33%
Harry,Kane,16,14,9,90,40,54.55%,21.33%,700,540,87.27%
Robert,Messi,16,22,5,90,60,66.67%,25%,541,600,85.71%
Cristiano,Ronaldo,25,21,7,64,25,63.64%,22.22%,423,382,80%
Robert,Lewandowski,19,17,8,75,44,66.67%,21.33%,700,380,87.27%
Lionel,Mbappé,23,8,5,88,54,56.25%,25.71%,492,573,85.71%
Lionel,Lewandowski,25,18,5,90,43,78.57%,24.44%,700,544,91.67%
Lionel,Griezmann,19,10,9,90,34,63.64%,14.55%,599,555,89.23%
Kevin,Lewandowski,24,21,5,55,44,56.25%,25%,517,411,85.71%
Cristiano,Ronaldo,25,20,8,72,44,56.25%,22.22%,602,384,80%
Kylian,Ronaldo,24,10,8,88,43,78.57%,25%,424,372,80%
Antoine,De Bruyne,16,12,9,70,58,78.57%,21.33%,655,503,86.67%
Antoine,Griezmann,21,16,13,63,27,63.64%,25.45%,483,468,80%
Mohamed,Salah,17,9,13,52,34,63.64%,20%,615,492,87.27%
Cristiano,Jr.,17,22,10,84,47,56.25%,20%,700,358,80%
Kevin,Griezmann,25,16,9,61,25,66.67%,22.22%,465,384,89.23%
Harry,Mbappé,19,15,6,48,31,63.64%,25.45%,557,469,80%
Robert,Lewandowski,22,19,9,88,60,66.67%,21.33%,676,595,85.71%
Lionel,Kane,21,20,8,90,58,66.67%,21.33%,602,566,85.71%
Kevin,Mbappé,16,8,14,56,34,63.64%,25.45%,497,470,87.27%
Kylian,De Bruyne,16,8,16,59,27,54.55%,20%,540,485,87.27%
Robert,Mbappé,20,10,5,69,28,78.57%,20%,504,465,83.33%
Robert,De Bruyne,19,12,10,74,56,66.67%,14.55%,656,426,83.33%
Lionel,Kane,16,18,6,89,53,78.57%,24.44%,700,462,91.67%
Lionel,Lewandowski,23,14,5,64,60,61.54%,22.22%,428,573,91.67%
Robert,Lewandowski,22,22,6,90,58,66.67%,21.33%,700,530,89.23%
Robert,Jr.,21,16,8,86,53,66.67%,21.33%,700,537,89.23%
Lionel,Ronaldo,24,22,5,80,41,61.54%,23.08%,435,368,87.50%
Cristiano,Kane,24,22,7,90,44,78.57%,23.08%,587,600,91.67%
Antoine,Mbappé,19,18,9,77,56,56.25%,24.44%,497,354,87.50%
Kevin,Jr.,19,14,13,52,27,63.64%,25.45%,400,369,80%
Cristiano,Jr.,25,14,5,73,25,55.56%,23.08%,465,351,87.27%
Neymar,Ronaldo,25,17,5,68,30,56.25%,22.22%,473,379,91.67%
Neymar,Griezmann,21,8,12,52,25,55.56%,20%,511,356,87.27%
Antoine,Jr.,20,21,7,82,29,55.56%,24.44%,455,412,87.50%
Mohamed,Jr.,21,18,10,67,30,63.64%,25.45%,421,414,80%
Antoine,Kane,24,17,6,53,44,58.33%,25%,411,350,89.23%
Antoine,De Bruyne,16,9,5,72,25,54.55%,23.08%,565,460,87.27%
Lionel,Lewandowski,24,18,6,90,54,78.57%,21.33%,635,600,80%
Neymar,Salah,17,22,7,60,36,63.64%,25.45%,485,383,87.27%
Cristiano,Mbappé,25,16,12,46,25,55.56%,23.08%,473,389,80%
Kevin,Lewandowski,18,18,14,89,42,66.67%,24.44%,638,586,83.33%
Cristiano,Jr.,25,12,5,68,25,56.25%,22.22%,454,402,85.71%
Lionel,Jr.,25,17,7,76,38,55.56%,25.71%,509,401,80%
Cristiano,Mbappé,25,22,12,66,37,78.57%,24.44%,400,357,91.67%
Neymar,Jr.,16,12,18,74,32,55.56%,14.55%,505,407,87.27%
Kylian,Griezmann,16,13,20,89,37,54.55%,14.55%,700,465,87.27%
Cristiano,Lewandowski,25,22,6,79,52,78.57%,20%,432,399,85.71%
Robert,Lewandowski,19,17,5,89,60,66.67%,25.71%,700,600,85.71%
Kevin,Jr.,16,17,11,54,32,66.67%,25.45%,492,393,83.33%
Kevin,Kane,16,8,18,67,25,54.55%,20%,537,480,86.67%
Cristiano,Jr.,24,18,9,76,38,61.54%,25%,496,389,87.50%
Neymar,Kane,18,10,13,47,25,55.56%,25%,423,394,89.23%
Lionel,Ronaldo,22,22,5,84,45,66.67%,25%,626,564,80%
Kevin,Mbappé,16,12,5,61,37,58.33%,14.55%,477,496,87.50%
Harry,Mbappé,20,9,6,72,55,56.25%,25.45%,561,584,87.27%
Neymar,Ronaldo,21,12,6,55,32,78.57%,25%,400,350,87.50%
Robert,De Bruyne,19,14,6,74,35,66.67%,21.33%,527,600,87.27%
Kylian,Griezmann,23,9,5,58,25,55.56%,25.45%,410,409,87.50%
Cristiano,Mbappé,21,22,5,66,33,56.25%,25%,406,387,83.33%
Antoine,Kane,16,10,16,67,28,58.33%,14.55%,550,414,85.71%
Kylian,Griezmann,19,8,11,59,37,58.33%,22.22%,503,474,87.27%
Kylian,Mbappé,21,13,10,66,25,66.67%,22.22%,507,472,86.67%
Lionel,Mbappé,17,22,9,75,45,58.33%,24.44%,636,398,86.67%
Kylian,Mbappé,22,11,11,54,34,63.64%,20%,446,385,83.33%
Kevin,Ronaldo,16,8,19,56,25,54.55%,14.55%,600,482,87.27%
Mohamed,Jr.,16,17,11,66,52,58.33%,21.33%,576,400,83.33%
Antoine,Griezmann,17,17,16,53,31,55.56%,22.22%,461,382,87.50%
Cristiano,Jr.,23,14,10,79,25,56.25%,20%,472,350,80%
Antoine,De Bruyne,16,8,8,45,29,63.64%,25.45%,400,393,87.27%
Kylian,Salah,16,10,6,70,25,66.67%,21.33%,563,600,86.67%
Neymar,De Bruyne,16,8,13,64,31,66.67%,21.33%,599,500,87.27%
Mohamed,Messi,17,14,7,90,54,54.55%,25.71%,558,458,86.67%
Cristiano,Mbappé,24,16,12,66,39,56.25%,21.33%,400,353,87.50%
Neymar,Salah,24,22,14,71,31,78.57%,25.71%,483,567,86.67%
Lionel,Messi,25,19,5,88,59,61.54%,25.71%,644,363,80%
Kylian,Salah,22,11,7,48,25,54.55%,20%,619,389,80%
Robert,Kane,18,22,7,90,50,66.67%,24.44%,700,567,91.67%
Cristiano,De Bruyne,20,18,10,63,43,61.54%,25.45%,436,371,83.33%
Robert,Kane,17,22,8,90,51,66.67%,24.44%,651,600,85.71%
Lionel,Messi,25,18,5,78,52,56.25%,25.71%,411,379,80%
Robert,Lewandowski,18,20,5,90,46,66.67%,25.71%,637,600,87.50%
Kevin,De Bruyne,16,10,14,50,25,63.64%,25.45%,493,376,87.50%
Cristiano,Jr.,24,15,5,53,35,66.67%,25%,465,363,87.50%
Antoine,Ronaldo,18,19,9,51,28,58.33%,21.33%,438,395,87.50%
Mohamed,Messi,25,22,6,70,48,78.57%,24.44%,700,543,80%
Robert,Messi,23,22,7,90,45,66.67%,25%,658,561,80%
Mohamed,De Bruyne,16,15,8,57,44,78.57%,25%,439,574,80%
Antoine,Kane,19,22,5,90,60,66.67%,21.33%,700,600,83.33%
Kevin,Salah,20,13,18,59,25,54.55%,23.08%,528,394,83.33%
Lionel,Mbappé,21,15,6,81,26,63.64%,24.44%,510,350,83.33%
Mohamed,Griezmann,17,19,10,75,25,58.33%,20%,492,391,86.67%
Lionel,Messi,24,14,7,90,47,66.67%,24.44%,645,489,80%
Lionel,De Bruyne,22,22,5,75,60,58.33%,25.45%,700,566,87.50%
Kylian,Ronaldo,23,8,10,45,25,56.25%,23.08%,537,370,86.67%
Cristiano,Ronaldo,18,20,5,67,26,55.56%,22.22%,479,365,80%
Lionel,De Bruyne,20,17,11,90,35,54.55%,14.55%,700,553,89.23%
Lionel,Mbappé,18,19,6,87,58,56.25%,24.44%,630,600,85.71%
Robert,Kane,17,22,5,90,48,66.67%,23.08%,700,594,89.23%
Robert,De Bruyne,18,19,5,90,58,66.67%,21.33%,700,591,85.71%
Harry,Griezmann,22,15,9,79,31,58.33%,24.44%,545,560,89.23%
Harry,Ronaldo,16,22,8,61,34,55.56%,14.55%,434,376,87.50%
Robert,Ronaldo,18,22,7,90,53,66.67%,21.33%,690,554,89.23%
Lionel,Jr.,16,21,5,88,31,55.56%,25.71%,501,398,89.23%
Kevin,Jr.,20,14,7,69,25,66.67%,25%,419,376,87.27%
Lionel,Messi,16,17,8,66,29,78.57%,21.33%,490,354,86.67%
Lionel,Kane,19,22,6,90,54,61.54%,21.33%,700,570,80%
Harry,Kane,23,10,13,83,46,66.67%,14.55%,594,359,87.27%
Neymar,Mbappé,17,14,16,56,27,58.33%,20%,502,424,87.50%
Neymar,Mbappé,20,11,6,45,25,55.56%,25.45%,400,352,87.50%
Robert,Salah,17,22,8,83,47,58.33%,24.44%,528,567,83.33%
Cristiano,Ronaldo,25,19,9,64,34,56.25%,25%,515,355,80%
Harry,De Bruyne,19,13,20,82,56,66.67%,14.55%,700,600,91.67%
Mohamed,Messi,25,8,12,61,38,58.33%,22.22%,586,394,87.27%
Lionel,Griezmann,16,15,20,48,25,54.55%,14.55%,484,477,86.67%
Antoine,Griezmann,18,14,13,80,43,66.67%,25.45%,695,499,87.27%
Lionel,Ronaldo,21,15,10,54,45,54.55%,23.08%,552,377,91.67%
Robert,Ronaldo,21,21,7,90,55,66.67%,21.33%,621,549,89.23%
Neymar,Jr.,17,8,13,45,27,55.56%,22.22%,499,350,87.50%
Kylian,De Bruyne,16,8,12,63,35,54.55%,24.44%,453,416,80%
Antoine,Messi,24,12,10,49,25,55.56%,20%,400,417,83.33%
Robert,Ronaldo,20,22,9,57,51,54.55%,21.33%,432,600,80%
Antoine,Ronaldo,17,22,14,90,60,66.67%,25%,700,600,89.23%
Antoine,De Bruyne,16,15,5,64,34,63.64%,14.55%,581,600,87.27%
Cristiano,Lewandowski,25,22,6,90,57,66.67%,25.71%,689,600,80%
Robert,Kane,18,22,6,90,43,66.67%,24.44%,700,600,85.71%
Lionel,Messi,24,22,5,77,57,78.57%,25.71%,608,545,91.67%
Antoine,Lewandowski,22,21,7,90,47,58.33%,25.71%,431,549,83.33%
Antoine,Mbappé,17,16,5,62,25,66.67%,22.22%,466,432,89.23%
Mohamed,Lewandowski,24,17,5,85,54,63.64%,25.45%,700,574,85.71%
Mohamed,Mbappé,21,19,10,58,46,56.25%,25%,460,417,87.27%
Kevin,Salah,16,8,16,45,25,54.55%,20%,606,482,87.27%
Neymar,Griezmann,22,15,5,58,25,55.56%,25.71%,657,397,86.67%
Cristiano,Ronaldo,23,21,10,53,33,63.64%,22.22%,465,418,87.50%
Lionel,Messi,21,22,6,90,57,78.57%,25.71%,700,539,89.23%
Kylian,Messi,16,18,5,69,57,61.54%,21.33%,549,600,87.27%
Robert,Kane,18,22,7,90,51,66.67%,21.33%,700,595,87.27%
Lionel,Ronaldo,25,22,11,88,47,78.57%,25%,541,350,91.67%
Cristiano,Ronaldo,23,21,7,76,35,63.64%,21.33%,400,395,83.33%
Harry,Kane,17,14,7,84,45,54.55%,25.71%,700,584,87.27%
Kylian,Messi,24,9,11,46,27,63.64%,22.22%,495,365,83.33%
Kevin,Mbappé,22,21,7,50,49,66.67%,21.33%,625,549,86.67%
Mohamed,Kane,17,15,13,60,58,54.55%,20%,510,563,89.23%
Kevin,Lewandowski,16,8,12,82,29,66.67%,21.33%,700,515,87.27%
Cristiano,Jr.,24,17,7,80,25,63.64%,25%,400,350,87.50%
Neymar,Mbappé,24,8,5,71,29,55.56%,25.71%,571,411,87.27%
Kevin,Jr.,20,11,5,57,60,63.64%,14.55%,700,571,86.67%
Kylian,De Bruyne,19,22,8,46,28,61.54%,25.45%,497,350,83.33%
Mohamed,Griezmann,23,18,10,69,43,63.64%,20%,462,355,80%
Robert,Mbappé,25,16,11,80,58,55.56%,21.33%,612,558,89.23%
Robert,Lewandowski,19,19,5,90,60,78.57%,21.33%,687,600,87.27%
Robert,Kane,18,22,11,90,60,66.67%,24.44%,700,542,91.67%
Kylian,Mbappé,20,18,6,66,26,63.64%,22.22%,460,354,86.67%
Kevin,Griezmann,18,13,5,62,35,54.55%,25.71%,483,471,87.50%
Kevin,De Bruyne,17,16,8,90,46,61.54%,25.45%,700,582,89.23%
Cristiano,Messi,21,18,8,90,59,61.54%,21.33%,700,578,89.23%
Antoine,De Bruyne,23,10,14,66,25,63.64%,22.22%,502,402,87.27%
Kevin,Mbappé,20,10,7,49,34,63.64%,25.45%,453,390,83.33%
Antoine,Ronaldo,22,9,9,50,25,55.56%,25.71%,440,467,80%
Harry,Lewandowski,16,13,12,75,55,66.67%,20%,655,507,89.23%
Lionel,Kane,19,22,6,90,53,58.33%,22.22%,480,410,89.23%
Harry,Messi,21,16,5,70,36,66.67%,23.08%,584,555,89.23%
Kevin,Ronaldo,16,8,12,50,28,66.67%,14.55%,591,463,89.23%
Kevin,De Bruyne,17,12,11,90,52,66.67%,24.44%,700,552,86.67%
Antoine,De Bruyne,16,14,9,48,30,63.64%,25%,470,354,86.67%
Antoine,Jr.,21,15,7,45,25,58.33%,25.45%,431,373,87.50%
Neymar,Jr.,23,20,9,52,25,63.64%,25.45%,506,414,87.50%
Neymar,Messi,25,15,5,77,31,55.56%,20%,400,354,87.50%
Neymar,Messi,21,21,7,85,50,78.57%,25.71%,700,577,87.27%
Lionel,De Bruyne,16,9,16,75,36,61.54%,24.44%,603,498,87.27%
Mohamed,Messi,22,19,5,68,25,63.64%,25%,455,391,85.71%
Cristiano,Griezmann,22,16,8,55,42,61.54%,20%,410,492,86.67%
Neymar,Griezmann,19,19,6,58,44,66.67%,22.22%,554,388,91.67%
Kevin,Ronaldo,16,12,16,68,35,54.55%,21.33%,440,383,87.27%
Cristiano,Griezmann,18,19,5,73,25,54.55%,25.45%,451,383,85.71%
Kylian,Mbappé,21,14,7,70,38,58.33%,22.22%,400,417,87.50%
Lionel,Jr.,17,20,5,78,41,66.67%,20%,466,478,85.71%
Antoine,De Bruyne,22,14,12,54,27,63.64%,25%,475,392,83.33%
Lionel,Jr.,22,22,7,68,25,63.64%,23.08%,444,350,89.23%
Robert,Ronaldo,21,21,8,58,60,54.55%,21.33%,603,600,89.23%
Lionel,De Bruyne,18,13,7,77,47,63.64%,25.45%,518,386,91.67%
Kevin,Messi,24,22,12,74,48,78.57%,25.71%,700,374,87.27%
Mohamed,Jr.,25,18,5,75,50,63.64%,14.55%,410,415,80%
Cristiano,Ronaldo,25,17,6,55,25,56.25%,22.22%,478,352,91.67%
Neymar,Messi,16,13,14,52,38,61.54%,25.71%,425,428,87.27%
Harry,Lewandowski,23,22,8,90,55,66.67%,23.08%,674,600,85.71%
Antoine,Messi,25,21,5,62,35,78.57%,23.08%,450,396,80%
Neymar,Ronaldo,22,11,10,56,28,56.25%,22.22%,505,389,83.33%
Kevin,Jr.,16,9,9,72,45,66.67%,21.33%,700,503,86.67%
Robert,Lewandowski,23,20,5,90,57,66.67%,21.33%,700,399,80%
Cristiano,Griezmann,20,22,7,87,48,56.25%,20%,463,378,85.71%
Kevin,Salah,20,18,12,70,39,55.56%,23.08%,455,369,87.50%
Kevin,Griezmann,24,10,6,65,28,56.25%,25.45%,406,398,85.71%
Antoine,Jr.,25,22,11,65,42,66.67%,25%,563,546,87.27%
Mohamed,Lewandowski,18,14,5,72,55,54.55%,25.45%,533,600,87.27%
Robert,Kane,19,21,5,90,60,66.67%,21.33%,700,600,85.71%
